category_id,category_name,has_wifi,has_ac,has_parking,avg_report_score,total_bookmarks,total_reports,hour_of_day,day_of_week,capacity_estimate,quiet_label
6,Masjid,1,0,1,4.05,128,45,15,4,1,1
3,Taman,0,1,0,4.73,134,21,18,4,1,1
4,Coworking,1,1,1,4.53,88,44,15,5,2,1
3,Taman,1,1,1,3.3,158,46,19,1,1,2
4,Coworking,1,0,1,2.82,61,10,18,5,1,1
6,Masjid,1,1,0,2.36,195,35,12,3,2,1
3,Taman,0,0,1,2.62,42,16,16,3,2,0
1,Perpustakaan,1,0,1,4.57,190,25,20,3,2,2
4,Coworking,0,0,1,3.45,191,29,10,2,3,1
1,Perpustakaan,0,1,1,2.51,71,10,20,1,2,2
1,Perpustakaan,1,0,0,2.03,171,48,18,1,1,2
3,Taman,0,0,0,4.09,55,28,7,5,3,1
6,Masjid,1,1,1,2.16,78,28,9,3,3,2
1,Perpustakaan,0,0,0,2.05,51,5,13,2,1,1
1,Perpustakaan,1,0,0,4.17,170,10,8,1,1,2
1,Perpustakaan,1,0,0,4.82,138,25,12,4,1,2
1,Perpustakaan,0,0,0,3.17,80,0,6,3,3,2
4,Coworking,0,1,0,2.9,55,26,17,0,1,2
5,Kampus,1,1,1,4.94,153,20,11,2,1,1
6,Masjid,1,1,1,4.65,162,48,10,2,1,2
3,Taman,1,1,0,3.53,114,24,6,4,3,1
6,Masjid,0,1,1,2.93,194,7,13,0,3,2
6,Masjid,1,0,0,2.46,75,12,10,2,2,1
2,Kafe,1,0,1,2.95,34,17,20,5,2,0
1,Perpustakaan,1,1,1,2.99,58,46,15,6,1,2
2,Kafe,0,0,1,2.67,178,46,13,6,3,0
4,Coworking,1,0,1,2.16,17,12,8,6,2,2
2,Kafe,1,0,0,4.17,20,27,12,1,3,0
3,Taman,0,0,0,4.9,147,28,13,2,2,0
2,Kafe,0,1,0,3.32,42,30,17,3,2,0
5,Kampus,1,1,0,4.28,109,5,21,0,2,1
3,Taman,1,0,1,2.85,78,29,14,3,2,0
5,Kampus,1,0,0,2.04,48,0,21,1,1,0
5,Kampus,1,0,0,3.47,95,24,19,3,3,2
6,Masjid,1,0,1,4.29,41,12,9,3,3,2
3,Taman,1,1,0,2.17,94,44,21,5,3,1
4,Coworking,1,1,0,4.03,161,45,7,6,2,1
6,Masjid,1,0,1,4.86,154,37,10,2,1,2
2,Kafe,0,1,1,3.56,150,5,18,3,3,1
2,Kafe,1,0,0,3.76,168,24,15,4,3,0
6,Masjid,1,1,1,4.39,146,49,8,0,3,2
2,Kafe,0,0,1,2.29,125,0,15,0,1,1
6,Masjid,1,1,0,4.11,95,11,19,1,1,2
2,Kafe,1,1,0,2.55,15,47,12,1,1,0
2,Kafe,0,1,0,2.88,42,5,9,6,3,1
4,Coworking,0,0,0,2.3,172,48,13,3,2,0
1,Perpustakaan,0,1,1,2.02,133,50,7,0,1,2
5,Kampus,1,1,0,3.01,154,27,21,3,2,1
6,Masjid,1,1,1,2.17,96,39,17,5,2,1
3,Taman,1,1,0,2.37,6,38,18,5,1,0
5,Kampus,0,1,1,4.61,175,42,17,3,3,2
5,Kampus,1,0,1,4.91,92,2,16,0,3,1
6,Masjid,1,1,1,3.28,20,22,18,5,3,1
4,Coworking,1,1,1,2.43,49,45,18,2,3,1
5,Kampus,1,1,1,4.5,22,19,7,1,2,2
5,Kampus,1,1,1,2.73,138,15,9,3,3,2
2,Kafe,1,1,0,4.71,41,20,19,5,1,1
3,Taman,0,0,0,4.18,136,40,9,5,1,1
1,Perpustakaan,1,0,0,4.23,96,45,8,5,2,2
6,Masjid,1,1,1,2.35,57,16,19,6,1,2
1,Perpustakaan,0,0,1,2.38,146,23,12,5,1,2
3,Taman,1,1,0,4.94,48,24,7,4,3,2
3,Taman,1,1,1,2.67,154,37,10,4,3,1
4,Coworking,0,1,0,3.37,127,43,15,6,1,1
5,Kampus,0,1,1,4.97,79,32,7,4,2,2
1,Perpustakaan,0,1,1,2.18,180,24,12,3,2,1
3,Taman,0,1,1,2.54,13,49,13,5,3,1
4,Coworking,1,0,1,3.27,100,21,11,0,3,0
4,Coworking,1,1,0,4.77,72,44,22,5,2,2
6,Masjid,1,0,0,3.96,77,29,7,6,3,2
5,Kampus,0,1,0,4.21,191,12,10,1,1,1
1,Perpustakaan,1,1,0,4.78,173,10,10,3,2,2
1,Perpustakaan,1,1,1,3.3,86,37,9,4,3,2
2,Kafe,1,1,0,3.79,77,44,13,3,2,1
2,Kafe,1,0,1,2.83,166,24,8,6,2,1
6,Masjid,1,0,0,2.67,171,32,9,3,3,1
5,Kampus,1,1,0,3.45,46,24,9,6,3,1
6,Masjid,1,0,0,3.22,137,11,16,0,3,2
6,Masjid,0,1,1,3.62,132,37,22,3,1,2
6,Masjid,0,1,1,2.02,177,11,9,1,3,2
4,Coworking,1,0,0,2.77,22,35,12,5,1,1
1,Perpustakaan,0,0,0,2.9,0,15,11,3,3,1
5,Kampus,1,0,1,3.57,177,20,10,4,2,1
3,Taman,1,1,1,2.9,48,9,7,1,1,1
2,Kafe,1,1,0,3.27,186,39,17,2,1,1
5,Kampus,0,0,1,3.28,65,43,18,3,1,0
6,Masjid,0,0,1,4.14,165,12,14,5,3,1
5,Kampus,1,1,1,3.3,80,50,19,6,1,2
1,Perpustakaan,1,0,0,2.99,104,4,9,5,3,2
1,Perpustakaan,1,0,0,4.94,25,24,13,2,1,2
2,Kafe,1,0,1,4.46,78,37,11,4,3,0
4,Coworking,0,0,1,4.69,155,6,15,4,2,0
2,Kafe,1,1,0,2.03,32,16,18,3,3,0
5,Kampus,1,1,0,4.12,163,23,14,0,3,1
2,Kafe,1,1,0,2.83,128,18,20,2,2,2
4,Coworking,1,1,1,3.22,22,19,13,2,3,0
3,Taman,1,1,0,2.25,147,3,13,0,1,1
3,Taman,1,1,1,3.44,187,8,19,5,3,1
5,Kampus,1,1,1,4.73,157,12,9,3,1,2
6,Masjid,0,1,1,4.05,169,33,17,1,3,2
1,Perpustakaan,1,1,1,4.52,19,23,22,1,1,2
5,Kampus,1,0,0,2.75,86,43,11,2,1,0
5,Kampus,1,1,0,4.21,54,0,21,2,2,2
5,Kampus,1,1,1,4.55,118,39,22,6,1,2
1,Perpustakaan,1,1,0,2.56,89,46,17,0,1,1
3,Taman,0,1,0,4.74,105,7,22,4,1,2
1,Perpustakaan,0,1,0,4.68,93,27,18,2,2,2
5,Kampus,1,0,0,3.3,90,47,20,1,1,2
3,Taman,1,1,0,4.23,101,26,15,0,1,1
1,Perpustakaan,0,0,0,3.49,125,35,14,0,2,1
6,Masjid,1,0,1,2.39,189,24,18,4,3,1
1,Perpustakaan,1,0,0,4.03,60,3,6,6,3,2
3,Taman,1,1,0,4.28,124,5,21,2,2,2
2,Kafe,1,1,0,2.74,67,44,14,6,1,0
4,Coworking,0,1,1,3.89,48,37,22,4,1,2
2,Kafe,0,0,0,2.6,4,39,12,1,2,0
1,Perpustakaan,1,1,1,2.18,109,30,13,1,2,2
4,Coworking,1,0,0,2.96,107,15,14,2,3,0
1,Perpustakaan,0,0,1,4.73,120,17,16,1,2,2
1,Perpustakaan,1,0,0,2.04,24,42,16,2,1,1
5,Kampus,1,0,0,3.11,135,38,17,5,3,0
6,Masjid,0,1,0,2.36,190,38,9,1,3,2
5,Kampus,1,1,1,4.83,25,4,12,5,2,0
5,Kampus,1,1,1,2.38,39,2,12,4,3,0
4,Coworking,1,0,1,2.35,161,45,17,2,2,1
4,Coworking,0,1,1,2.82,42,38,22,6,1,2
2,Kafe,0,1,0,3.6,126,43,12,5,2,0
5,Kampus,1,0,1,2.81,102,38,18,4,2,0
2,Kafe,0,1,1,4.12,116,32,6,6,3,2
5,Kampus,0,1,0,2.14,43,14,14,4,1,0
2,Kafe,0,1,1,4.94,13,41,14,1,2,0
2,Kafe,1,0,0,2.79,180,35,17,2,1,0
2,Kafe,1,1,0,4.19,91,14,7,5,1,2
3,Taman,0,1,1,4.84,176,24,9,5,3,2
3,Taman,1,1,1,3.74,68,13,20,1,2,1
4,Coworking,0,0,1,2.54,23,31,17,1,2,1
2,Kafe,1,0,1,2.49,5,19,11,5,2,0
2,Kafe,1,1,0,4.73,62,29,10,0,2,2
4,Coworking,0,1,1,2.06,96,24,6,4,1,2
1,Perpustakaan,1,1,0,4.82,68,9,13,6,1,2
5,Kampus,0,1,1,2.25,86,45,9,4,3,2
2,Kafe,1,1,0,2.73,122,9,11,2,2,0
5,Kampus,1,1,0,3.53,75,6,7,0,3,1
4,Coworking,0,1,0,2.86,90,41,19,3,1,1
6,Masjid,1,1,1,2.31,28,14,9,3,1,2
3,Taman,1,1,0,3.29,38,11,8,0,3,1
3,Taman,1,1,0,2.81,89,6,15,4,2,1
4,Coworking,1,1,1,3.97,38,49,8,6,1,2
3,Taman,0,1,1,3.28,28,36,21,6,1,2
6,Masjid,0,0,1,3.48,90,20,11,6,2,1
4,Coworking,1,1,1,3.26,62,24,16,1,3,1
4,Coworking,1,1,1,3.27,148,45,13,3,1,0
5,Kampus,1,1,0,4.98,0,13,8,1,2,2
1,Perpustakaan,1,1,0,4.46,92,49,9,0,2,2
3,Taman,1,1,1,4.24,57,3,19,1,1,2
1,Perpustakaan,1,1,0,4.1,95,3,6,5,2,1
6,Masjid,1,1,1,2.24,93,9,11,0,1,2
1,Perpustakaan,0,1,0,3.58,35,47,11,3,3,1
3,Taman,1,1,0,4.64,39,3,6,2,1,2
1,Perpustakaan,1,0,0,3.66,174,29,18,6,2,1
3,Taman,1,1,1,3.13,23,33,19,1,2,2
2,Kafe,1,1,0,4.53,143,38,18,1,3,0
6,Masjid,1,0,1,3.27,95,41,18,1,1,1
3,Taman,0,0,1,3.62,72,10,16,0,1,2
1,Perpustakaan,0,0,1,2.72,163,2,12,4,1,1
1,Perpustakaan,1,1,1,4.83,80,5,21,0,1,2
1,Perpustakaan,1,1,1,4.18,192,25,22,1,2,2
2,Kafe,1,0,0,2.07,198,9,22,0,3,1
4,Coworking,1,1,0,4.66,118,5,11,1,3,1
1,Perpustakaan,1,0,0,3.55,41,32,10,6,3,2
6,Masjid,1,1,1,3.08,86,18,20,6,1,2
4,Coworking,0,1,1,4.87,155,4,13,1,3,1
5,Kampus,1,1,1,4.69,140,50,10,6,2,1
4,Coworking,0,0,1,3.06,147,23,11,0,2,1
1,Perpustakaan,0,1,0,4.82,166,8,21,2,2,2
5,Kampus,1,0,0,3.32,174,8,19,6,3,2
5,Kampus,1,1,0,2.13,67,43,19,4,2,1
6,Masjid,0,1,1,2.47,74,24,6,1,1,2
4,Coworking,1,0,1,3.61,119,41,8,2,2,2
4,Coworking,0,0,0,2.99,51,25,18,6,2,0
3,Taman,1,1,0,3.64,116,2,21,0,2,2
4,Coworking,0,0,1,2.64,110,30,18,0,2,0
2,Kafe,1,1,1,2.43,45,5,14,2,3,0
3,Taman,1,0,1,2.55,171,16,19,4,1,2
1,Perpustakaan,0,1,0,3.44,89,26,15,1,1,2
5,Kampus,1,0,1,3.68,99,0,17,5,3,1
5,Kampus,0,1,1,4.48,187,47,10,2,3,2
6,Masjid,1,0,0,4.91,29,50,10,3,2,2
4,Coworking,0,1,1,2.29,163,37,10,5,2,1
2,Kafe,1,0,1,2.63,55,22,11,4,2,1
2,Kafe,1,1,0,4.46,78,32,17,0,2,2
1,Perpustakaan,1,1,0,3.57,138,27,19,2,2,2
3,Taman,0,0,0,3.31,41,34,11,4,3,1
3,Taman,1,1,0,4.42,25,5,15,5,3,1
1,Perpustakaan,0,0,1,4.78,192,39,9,3,3,2
1,Perpustakaan,1,1,1,4.33,54,14,15,6,2,2
5,Kampus,1,0,0,4.11,105,41,9,2,2,1
6,Masjid,1,1,1,2.92,168,16,22,2,2,2
4,Coworking,1,0,1,3.12,39,50,7,0,1,1
5,Kampus,1,1,0,3.85,100,12,19,1,3,1
4,Coworking,1,1,1,3.21,186,11,10,5,2,0
3,Taman,1,1,0,4.35,161,36,10,4,1,0
6,Masjid,1,1,0,3.31,23,1,16,1,1,2
6,Masjid,1,0,1,4.2,6,47,8,4,2,2
4,Coworking,1,1,0,4.18,137,15,13,2,1,0
4,Coworking,1,1,0,4.6,163,37,10,5,1,0
1,Perpustakaan,1,1,0,3.48,23,4,15,2,1,2
3,Taman,1,0,0,2.23,124,40,6,3,1,0
6,Masjid,1,1,1,2.03,46,19,20,6,1,2
2,Kafe,1,1,1,3.8,123,39,9,2,2,2
1,Perpustakaan,0,1,1,3.55,137,1,12,4,1,1
2,Kafe,0,0,1,4.18,56,5,6,2,1,2
2,Kafe,0,1,1,3.4,166,18,17,5,3,1
4,Coworking,1,1,1,2.84,175,45,14,1,1,1
4,Coworking,0,1,1,3.3,184,31,11,6,1,0
4,Coworking,1,1,1,3.7,109,12,9,4,2,2
3,Taman,1,1,0,2.88,150,26,7,4,2,0
6,Masjid,1,1,0,2.56,109,50,9,1,2,1
2,Kafe,0,1,0,2.03,81,44,16,0,1,1
3,Taman,0,1,0,3.81,98,18,13,4,1,2
5,Kampus,0,1,1,4.27,107,43,8,4,3,2
3,Taman,1,0,0,2.36,70,26,21,3,1,2
4,Coworking,0,0,0,4.57,164,50,6,2,1,2
1,Perpustakaan,1,0,1,3.01,135,2,18,0,3,2
1,Perpustakaan,0,0,1,3.2,192,22,15,2,2,2
5,Kampus,1,1,0,4.9,126,41,15,5,2,1
1,Perpustakaan,1,1,0,4.98,35,6,13,0,1,2
6,Masjid,1,0,0,4.6,1,44,17,6,3,2
3,Taman,1,0,0,3.84,84,44,15,0,2,0
4,Coworking,0,0,0,4.26,81,9,20,0,1,2
4,Coworking,1,1,1,4.93,169,31,13,4,2,0
3,Taman,1,1,0,4.51,90,35,15,5,1,1
2,Kafe,1,1,0,2.04,15,13,8,0,2,0
2,Kafe,1,0,0,3.54,194,33,16,1,3,0
3,Taman,1,0,0,2.66,27,8,10,6,3,0
3,Taman,1,1,1,2.83,48,4,12,6,2,1
2,Kafe,1,1,1,2.33,27,47,9,1,2,2
1,Perpustakaan,1,0,0,4.78,67,7,22,3,2,2
1,Perpustakaan,1,0,0,2.82,13,28,19,4,2,1
1,Perpustakaan,0,0,1,3.78,103,11,12,2,1,2
5,Kampus,1,1,0,2.35,28,14,7,5,1,0
1,Perpustakaan,1,0,1,3.21,179,45,14,1,3,1
4,Coworking,0,1,1,2.61,43,50,14,3,1,1
6,Masjid,0,1,1,3.43,179,39,9,1,3,1
3,Taman,1,1,0,2.43,85,29,8,1,1,1
1,Perpustakaan,1,1,0,4.56,173,48,14,0,1,1
5,Kampus,1,1,0,3.7,11,1,13,3,1,0
3,Taman,1,1,0,4.41,25,19,10,6,1,1
3,Taman,1,1,1,3.38,64,23,14,5,2,0
3,Taman,1,0,1,4.18,175,33,21,0,2,2
1,Perpustakaan,0,1,0,3.73,7,15,10,2,2,2
6,Masjid,1,0,1,4.63,27,17,12,3,3,1
6,Masjid,1,1,1,4.66,173,22,22,1,2,2
4,Coworking,1,1,0,3.03,133,44,12,0,3,1
